Employee ID,Department,Department Area,Degree of Leadership,Gender,Sexual Orientation,Race,Age,Education,Work Environment,City,Marital Status,Full-Time or Contract,Salary,Hire Date,Termination Date,Years of Service,Termination Type,Termination Reason,Employee Status,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,PerformanceRating
6284594203,4,4.2,0,0,0,5,23,1,0,15,0,0,1,12/15/19,0,3,0,0,0,,0,1,
6666257252,12,12.2,1,0,0,0,36,1,0,20,0,0,2,2/16/14,0,8,0,0,0,,,1,
2434547428,6,6.2,1,0,0,0,56,1,0,18,1,0,2,9/3/20,0,2,0,0,0,,,2,
5251147522,11,11.1,1,1,0,0,57,1,0,14,1,0,2,11/22/20,10/30/21,0,1,1.6,1,,,0,
7008429414,6,6.2,1,1,0,0,29,1,0,5,0,0,2,12/9/15,0,7,0,0,0,,,1,
1044347728,4,4.3,1,1,0,0,40,1,0,0,0,0,0,3/18/18,0,4,0,0,0,,,1,
7928121193,9,9.3,2,0,0,0,42,1,0,20,1,0,2,9/9/18,0,4,0,0,0,,,2,
4440178400,7,7.2,2,0,0,0,31,1,0,4,0,0,2,9/15/15,0,7,0,0,0,,,1,
8987242514,12,12.3,1,0,0,0,25,1,0,8,0,0,2,12/29/20,0,2,0,0,0,,,2,
2351053176,11,11.2,1,0,0,0,41,1,0,20,0,0,1,7/23/17,0,5,0,0,0,,,0,
5752528906,4,4.3,1,0,0,0,37,1,0,7,0,0,2,8/9/20,0,2,0,0,0,,,1,
2591261030,5,5.3,3,0,0,0,38,1,1,5,0,1,2,7/20/21,0,1,0,0,0,,,2,
728255265,3,3.3,1,1,0,0,33,1,0,5,1,0,2,4/18/19,0,3,0,0,0,,1,3,
9938323601,4,4.1,1,1,0,0,28,1,0,2,0,0,0,4/30/12,0,10,0,0,0,,,1,
9447706656,12,12.2,1,1,0,4,43,1,0,17,0,1,1,11/5/20,0,2,0,0,0,,,2,
1877223371,4,4.1,1,1,0,0,50,2,0,5,1,0,0,5/27/18,0,4,0,0,0,,,3,
692526841,11,11.1,2,1,0,5,32,1,0,14,0,0,2,3/9/15,0,7,0,0,0,,,1,
135888623,3,3.3,2,0,0,0,28,1,0,10,0,0,2,12/3/19,0,3,0,0,0,,2,1,
1687443287,7,7.2,1,0,0,0,32,2,0,16,0,0,0,10/5/16,8/5/18,1,1,1.2,1,,,0,
2743329908,10,10.1,1,1,0,0,33,1,0,1,0,0,2,9/12/20,6/24/21,0,1,1.1,1,,,1,
4311471313,3,3.1,1,0,0,0,28,1,0,16,0,0,2,2/21/18,0,4,0,0,0,,,0,
4638492131,4,4.2,1,1,0,0,37,2,1,5,0,0,0,4/28/21,0,1,0,0,0,,,0,
6828260226,1,1.3,1,0,0,0,40,1,0,6,0,0,0,4/15/16,0,6,0,0,0,,,1,
6505384746,12,12.3,2,0,0,0,30,1,1,11,1,0,2,3/27/13,0,9,0,0,0,,,2,
6031033932,3,3.2,1,0,0,0,56,1,0,13,1,0,2,2/21/18,0,4,0,0,0,,,1,
4560015355,0,0.2,1,1,0,0,23,1,1,11,1,0,1,6/20/21,8/22/21,0,1,1.1,1,,,1,
9265089233,8,8.1,0,0,0,0,37,2,0,17,0,0,2,10/7/14,8/17/16,1,1,1.3,1,,,2,
818831321,10,10.3,1,0,0,0,35,1,1,17,0,0,2,10/16/20,0,2,0,0,0,,,0,
5864829743,4,4.3,1,1,0,0,28,2,0,17,1,0,0,12/9/15,0,7,0,0,0,,,1,
3133755260,11,11.3,1,1,0,0,39,1,0,6,0,0,1,6/11/18,0,4,0,0,0,,,2,
1648354202,3,3.3,2,1,0,0,43,1,0,13,0,0,2,10/16/15,0,7,0,0,0,,,7,
4075135740,4,4.2,1,1,0,3,31,1,0,20,1,0,2,4/22/16,0,6,0,0,0,,,1,
8802124363,5,5.1,1,0,0,0,37,2,0,19,0,0,2,4/5/19,0,3,0,0,0,,3,1,
4139530195,6,6.1,2,1,0,0,31,1,0,19,0,0,2,10/19/18,0,4,0,0,0,,,3,
1906611598,12,12.1,1,0,0,0,35,1,0,6,0,0,2,1/16/13,1/9/15,1,1,1.1,1,,,1,
4860515053,12,12.3,2,1,0,3,33,1,1,17,1,0,2,2/4/16,0,6,0,0,0,,,2,
5082541908,3,3.3,1,0,0,4,37,1,0,0,0,0,0,2/5/20,0,2,0,0,0,,,0,
523283768,12,12.1,1,1,0,4,38,1,0,6,0,0,2,9/26/18,0,4,0,0,0,,,0,
9843511457,1,1.2,1,1,0,0,32,1,0,5,0,0,1,5/5/18,0,4,0,0,0,,,1,
8894217175,7,7.1,1,1,0,0,43,1,0,20,0,0,1,2/2/15,0,7,0,0,0,,,7,
9743222543,6,6.3,3,0,0,0,62,1,0,0,1,0,2,3/21/20,0,2,0,0,0,,,1,
6189070606,11,11.1,1,1,0,0,30,1,0,16,1,0,0,6/4/13,0,9,0,0,0,,,2,
8940116413,12,12.1,1,0,0,1,41,2,0,0,0,0,1,8/26/21,0,1,0,0,0,,,0,
8040124864,0,0.2,1,0,0,0,43,2,0,9,0,0,0,10/7/21,0,1,0,0,0,,,1,
191147400,4,4.2,1,0,0,0,32,1,0,17,0,0,1,2/4/20,0,2,0,0,0,,,2,
4230378705,0,0.2,1,1,0,0,32,1,0,7,0,0,1,1/9/21,0,1,0,0,0,,,0,
2425429921,6,6.1,1,0,0,0,28,1,0,13,0,0,0,1/25/17,0,5,0,0,0,,,1,
5182557659,11,11.1,2,1,0,0,32,1,0,15,0,1,1,3/15/20,6/13/20,0,1,1.3,1,,,2,
2757918220,7,7.2,1,1,0,0,58,2,0,16,1,0,1,2/19/18,0,4,0,0,0,,,2,
3252845122,4,4.3,2,0,0,0,40,1,0,14,0,0,2,6/5/12,0,10,0,0,0,,,1,
251722626,6,6.2,1,1,0,0,22,1,0,9,0,0,1,9/13/13,0,9,0,0,0,,,2,
1219443439,3,3.1,1,0,0,0,25,1,1,11,0,0,2,8/18/17,0,5,0,0,0,,,0,
2013815960,3,3.3,2,1,0,0,33,1,0,3,0,0,1,7/24/14,0,8,0,0,0,,,1,
1365530387,11,11.3,1,1,0,0,42,1,0,7,0,0,2,2/15/15,0,7,0,0,0,,,2,
9711069731,11,11.3,1,1,0,0,36,1,0,14,0,0,1,12/30/15,0,7,0,0,0,,,7,
8574589254,3,3.3,1,1,0,4,23,1,0,2,1,0,1,8/17/14,0,8,0,0,0,,,1,
9146843010,11,11.3,1,1,0,0,40,1,0,18,0,0,2,5/11/17,3/6/19,1,1,1.4,1,,,2,
4549900708,10,10.1,0,0,0,5,38,1,1,5,0,0,2,1/24/15,0,7,0,0,0,,,7,
559504522,4,4.3,1,1,0,2,36,1,0,16,0,0,0,8/19/12,0,10,0,0,0,,,1,
8695061577,7,7.2,1,0,0,0,30,1,0,13,0,0,2,11/26/18,0,4,0,0,0,,,3,
263295907,7,7.2,0,1,0,0,39,1,0,18,1,0,2,9/22/20,0,2,0,0,0,,,0,
2049881447,1,1.3,1,1,0,0,36,1,0,15,1,0,1,4/19/13,0,9,0,0,0,,,1,
4627696602,3,3.1,2,0,0,0,28,1,0,12,0,0,2,1/12/18,0,4,0,0,0,,,0,
2889874300,4,4.1,1,0,0,0,31,3,0,15,0,0,1,2/5/18,12/18/19,1,1,1.4,1,,,0,
1926850154,11,11.1,1,0,3,0,35,1,1,5,1,0,2,12/15/19,0,3,0,0,0,,0,1,
751071417,12,12.1,1,1,0,0,45,1,0,9,1,0,2,4/26/14,0,8,0,0,0,,,2,
8608647068,11,11.2,1,0,0,0,21,1,0,3,1,0,0,12/27/19,0,3,0,0,0,,1,1,
4958767072,10,10.2,1,0,0,0,37,1,0,4,0,0,1,6/8/16,5/31/17,0,1,1.1,1,,,1,
7831820639,7,7.2,1,0,0,2,25,1,0,1,1,0,1,3/31/15,0,7,0,0,0,,,2,
2921238289,10,10.2,1,0,0,4,39,1,0,5,0,0,1,11/29/17,0,5,0,0,0,,,0,
1326460603,3,3.2,1,1,0,2,51,1,0,17,1,0,1,12/21/21,0,1,0,0,0,,,1,
9090367272,11,11.1,1,0,0,0,27,1,0,0,0,0,2,11/29/18,0,4,0,0,0,,,1,
5533687216,3,3.3,1,0,0,0,29,1,1,17,0,0,2,11/19/14,0,8,0,0,0,,,0,
6469489633,11,11.2,1,1,0,0,23,1,0,9,0,0,2,4/15/13,3/12/18,4,1,1.3,1,,,2,
4936944643,3,3.3,1,0,0,0,29,1,0,2,1,0,2,7/9/16,5/12/18,1,1,1.1,1,,,2,
1228916380,11,11.2,1,0,0,0,27,1,0,19,0,0,1,1/12/14,1/21/15,1,1,1.3,1,,,0,
4853438775,9,9.2,1,0,0,0,29,1,0,4,0,0,2,3/16/14,3/6/16,1,1,1.4,1,,,1,
9979160096,7,7.3,2,0,0,5,25,0,0,5,1,0,1,1/6/16,0,6,0,0,0,,,2,
9111893546,8,8.1,2,0,0,0,41,1,0,7,0,0,0,7/19/21,0,1,0,0,0,,,0,
952497658,11,11.3,1,0,0,0,37,1,0,1,0,0,0,9/1/14,0,8,0,0,0,,,1,
2508803958,10,10.1,1,0,0,4,40,1,0,15,1,0,0,1/7/15,11/29/15,0,1,1.4,1,,,2,
4837787854,0,0.1,2,0,0,3,28,2,1,17,0,0,0,7/20/21,0,1,0,0,0,,,0,
5304869678,4,4.2,1,0,0,0,62,1,0,16,1,0,0,7/29/19,0,3,0,0,0,,2,1,
5405017986,6,6.1,1,0,0,4,24,3,0,0,0,0,0,9/26/21,0,1,0,0,0,,,2,
6382958391,11,11.2,2,0,0,1,41,1,0,4,0,0,1,5/26/16,0,6,0,0,0,,,0,
3332512175,4,4.3,2,0,0,0,35,1,0,1,0,0,0,10/14/15,0,7,0,0,0,,,1,
4449393964,12,12.1,1,0,0,0,28,1,0,8,0,0,1,11/1/13,0,9,0,0,0,,,2,
9708664815,7,7.3,1,1,0,0,25,1,0,3,0,0,2,11/8/18,0,4,0,0,0,,,3,
549775725,0,0.2,0,1,0,0,32,2,0,13,1,0,0,1/5/21,0,2,0,0,0,,,1,
237391676,7,7.1,1,1,0,0,41,1,0,4,0,0,1,1/5/18,0,5,0,0,0,,,2,
3598893281,12,12.3,1,1,0,3,23,1,1,11,0,0,1,5/20/19,0,3,0,0,0,,3,1,
4311738809,0,0.2,2,0,0,0,23,1,0,9,0,0,1,7/17/19,0,3,0,0,0,,1,1,
6208064656,6,6.3,1,1,0,1,39,1,0,6,0,0,0,7/12/16,0,6,0,0,0,,,2,
9387295848,7,7.1,1,1,0,0,31,1,1,11,1,0,0,9/14/18,0,4,0,0,0,,,0,
9487817572,4,4.1,0,0,0,0,23,1,1,17,0,0,2,12/7/16,0,6,0,0,0,,,1,
4246031043,8,8.2,1,1,0,0,43,1,0,15,0,0,0,5/11/14,0,8,0,0,0,,,2,
8244684418,7,7.1,1,0,0,0,34,1,1,11,1,0,1,7/30/16,0,6,0,0,0,,,0,
6197073157,0,0.2,1,0,0,0,27,3,0,14,0,0,0,10/23/15,0,7,0,0,0,,,1,
9879376131,4,4.1,1,0,0,0,28,2,0,18,1,0,0,5/7/19,0,3,0,0,0,,1,1,
2349931975,11,11.2,1,0,0,0,37,2,0,9,1,0,2,2/11/20,0,2,0,0,0,,,0,
4114978696,12,12.2,1,0,0,0,23,2,1,17,0,0,1,3/12/20,0,2,0,0,0,,,1,
717041610,7,7.2,1,1,0,0,28,1,0,15,0,0,1,2/18/20,0,2,0,0,0,,,2,
7066567678,6,6.3,2,0,0,4,39,1,0,16,1,0,0,3/24/21,0,1,0,0,0,,,0,
7652347480,12,12.1,2,0,0,4,31,1,0,14,0,0,2,11/8/12,0,10,0,0,0,,,1,
2237319841,9,9.2,1,1,0,0,44,1,0,5,1,0,2,1/29/21,2/22/21,0,1,1.6,1,,,2,
981883747,4,4.2,1,1,0,1,35,1,0,16,0,0,0,8/15/20,0,2,0,0,0,,,0,
6340139566,12,12.2,1,0,0,0,29,1,0,17,0,0,2,9/13/14,0,8,0,0,0,,,1,
8329465189,3,3.2,2,1,0,0,29,1,0,4,0,0,2,11/23/18,12/19/19,1,1,1.3,1,,,2,
7716536330,12,12.1,1,0,0,0,61,1,0,6,1,0,2,9/8/19,0,3,0,0,0,,2,1,
9245874320,11,11.2,1,0,0,2,41,2,0,2,0,0,1,2/4/12,0,10,0,0,0,,,1,
4586655743,11,11.2,0,1,0,0,41,1,1,11,1,0,1,12/26/16,0,6,0,0,0,,,2,
2387354061,7,7.1,1,1,0,1,24,3,0,17,0,0,0,11/27/12,0,10,0,0,0,,,0,
8193341594,11,11.3,2,1,0,0,33,1,1,17,0,0,2,5/24/15,0,7,0,0,0,,,1,
7894661789,12,12.2,1,0,0,0,27,1,0,19,0,0,2,3/13/13,0,9,0,0,0,,,2,
138050097,5,5.2,1,0,0,0,24,1,0,1,0,0,2,4/15/13,4/12/14,0,1,1.1,1,,,0,
4615825066,12,12.1,1,1,0,0,26,1,0,13,0,0,2,7/29/15,0,7,0,0,0,,,1,
4969878488,8,8.2,1,0,0,0,34,1,1,5,1,0,0,5/13/15,0,7,0,0,0,,,2,
5977987482,11,11.3,2,0,0,0,24,0,0,7,0,0,1,11/15/21,0,1,0,0,0,,,0,
9632433584,12,12.1,1,0,0,0,57,1,1,11,1,0,2,4/8/17,0,5,0,0,0,,,1,
6437708561,10,10.3,2,0,0,0,40,1,0,12,0,0,2,6/18/12,0,10,0,0,0,,,2,
7375151486,11,11.3,1,0,0,0,28,0,0,4,1,0,2,5/29/20,0,2,0,0,0,,,0,
7021753271,11,11.2,1,0,0,0,35,1,0,3,0,0,0,8/24/13,0,9,0,0,0,,,1,
7732477252,3,3.2,2,0,0,0,34,1,0,2,1,0,2,2/20/19,0,3,0,0,0,,3,1,
4482177020,8,8.2,1,1,0,0,40,1,0,5,1,0,0,1/11/15,0,7,0,0,0,,,7,
2557776240,3,3.1,1,1,0,3,38,1,0,17,0,0,1,2/21/16,0,6,0,0,0,,,1,
6461268303,4,4.3,1,1,0,1,38,1,0,14,0,0,0,2/21/15,0,7,0,0,0,,,2,
8930148074,7,7.3,1,0,0,0,27,1,0,8,0,0,0,11/6/18,0,4,0,0,0,,,1,
3052563332,11,11.1,2,0,0,0,30,1,0,6,0,0,2,9/26/12,0,10,0,0,0,,,1,
4977807835,6,6.1,1,0,0,0,40,1,0,10,0,0,2,6/9/13,0,9,0,0,0,,,2,
9881458747,3,3.3,1,0,0,0,28,0,0,2,0,0,1,2/22/17,0,5,0,0,0,,,0,
5701309242,11,11.1,3,0,0,0,51,3,0,5,1,0,2,9/23/16,0,6,0,0,0,,,1,
9291937996,11,11.1,0,1,0,0,25,1,1,11,0,1,1,8/28/12,0,10,0,0,0,,,2,
6852634777,6,6.2,1,1,0,0,33,1,0,20,0,0,2,9/14/16,0,6,0,0,0,,,0,
7001659955,12,12.2,1,0,0,5,30,1,0,13,1,0,2,2/13/15,0,7,0,0,0,,,1,
4391454988,4,4.1,1,0,0,0,24,1,1,11,0,0,0,1/28/14,0,8,0,0,0,,,2,
4505993889,7,7.3,1,0,0,0,30,2,0,14,0,0,2,8/2/17,0,5,0,0,0,,,0,
776913542,6,6.3,0,0,0,0,53,1,1,17,1,0,2,10/4/18,0,4,0,0,0,,,2,
174743114,4,4.3,1,1,0,4,34,1,0,18,1,0,0,9/16/13,7/15/14,0,1,1.1,1,,,2,
5614675046,12,12.3,1,0,0,0,25,1,0,5,0,0,1,10/31/20,8/16/21,0,1,1.6,1,,,0,
6868114231,3,3.3,1,0,0,1,39,1,1,5,0,0,0,4/29/21,0,1,0,0,0,,,1,
1629240509,3,3.2,2,1,0,0,41,3,1,17,0,0,2,12/1/12,0,10,0,0,0,,,2,
9201253233,6,6.3,1,1,0,0,33,1,0,13,0,0,1,12/20/19,0,3,0,0,0,,3,1,
4744086221,12,12.3,2,0,0,5,21,1,0,0,0,0,2,8/9/21,0,1,0,0,0,,,1,
2392326120,8,8.2,2,0,0,0,43,0,0,13,0,0,0,8/17/15,0,7,0,0,0,,,2,
8428269751,12,12.3,1,0,0,3,27,1,1,11,1,0,2,7/31/20,0,2,0,0,0,,,0,
2860385617,4,4.1,1,0,0,0,29,1,1,17,0,0,0,1/10/16,0,6,0,0,0,,,1,
3515051502,3,3.2,1,0,0,0,33,1,1,11,0,0,2,6/2/16,0,6,0,0,0,,,2,
9073704316,11,11.1,1,1,0,0,35,1,0,6,0,0,0,12/16/13,0,9,0,0,0,,,9,
5805858274,12,12.3,1,0,0,1,23,1,0,1,0,0,1,12/10/14,0,8,0,0,0,,,1,
9737996525,11,11.2,1,1,0,0,22,0,0,17,0,0,0,4/4/19,0,3,0,0,0,,3,1,
1133956569,12,12.2,2,1,0,5,55,2,1,11,1,0,2,8/30/12,0,10,0,0,0,,,0,
6482081951,12,12.1,1,0,0,0,39,1,0,20,0,0,2,8/27/14,6/12/15,0,1,1.4,1,,,1,
2388762947,9,9.2,2,0,0,0,24,1,0,3,0,0,2,8/29/18,0,4,0,0,0,,,3,
3905225288,3,3.1,0,1,0,0,27,1,0,15,0,0,2,8/19/20,0,2,0,0,0,,,0,
563025669,3,3.1,1,0,0,0,32,2,1,17,0,0,1,4/28/13,0,9,0,0,0,,,1,
5362387004,12,12.2,2,1,0,0,41,1,1,11,0,0,2,4/3/21,0,1,0,0,0,,,2,
6117579543,7,7.1,2,0,0,0,36,1,0,0,0,0,1,9/9/17,0,5,0,0,0,,,0,
227927589,8,8.3,1,1,0,0,37,1,0,10,1,0,1,11/16/12,0,10,0,0,0,,,1,
8057004039,12,12.3,1,1,0,0,36,1,0,2,1,0,2,7/13/19,0,3,0,0,0,,3,1,
5637400000,12,12.3,2,0,0,0,30,1,0,6,0,0,2,12/13/15,0,7,0,0,0,,,7,
8060051800,8,8.2,1,1,0,0,39,2,0,3,0,1,1,8/29/12,0,10,0,0,0,,,1,
7305112402,7,7.3,1,0,0,0,59,1,0,13,1,0,0,6/24/17,0,5,0,0,0,,,2,
8175601214,11,11.2,1,0,0,0,24,1,0,17,1,0,0,7/31/21,10/26/21,0,1,1.1,1,,,0,
4578572425,7,7.2,1,1,0,0,25,1,0,6,0,0,0,7/9/18,6/22/20,1,1,1.3,1,,,1,
1334154186,7,7.3,1,1,0,0,36,0,0,4,0,0,2,11/23/15,0,7,0,0,0,,,2,
4348647618,9,9.2,1,1,0,0,30,1,0,10,0,0,2,2/4/13,0,9,0,0,0,,,9,
4078853776,12,12.1,1,1,0,0,27,2,0,18,1,0,2,4/10/13,0,9,0,0,0,,,1,
2464525112,12,12.3,1,0,3,0,37,0,0,10,0,0,2,11/16/12,0,10,0,0,0,,,2,
5224972434,11,11.1,1,0,0,0,36,1,0,13,1,0,1,10/16/16,0,6,0,0,0,,,0,
4887419255,12,12.2,2,0,0,1,34,1,0,10,1,0,1,1/2/16,0,7,0,0,0,,,1,
7316334402,3,3.1,1,1,0,0,43,1,1,11,1,0,1,8/28/13,8/29/15,2,1,1.3,1,,,2,
9109346847,10,10.1,1,0,0,1,29,1,0,12,1,0,0,5/15/13,0,9,0,0,0,,,9,
7721761432,8,8.3,2,1,0,0,26,1,0,17,0,0,2,12/6/20,0,2,0,0,0,,,1,
459636775,12,12.1,1,1,0,3,36,2,0,8,0,0,2,4/24/17,0,5,0,0,0,,,2,
934970914,12,12.2,1,0,0,0,29,1,0,14,1,0,2,5/28/19,0,3,0,0,0,,3,1,
924541256,11,11.1,1,1,0,0,29,1,0,0,1,0,0,6/15/19,0,3,0,0,0,,3,1,
7026451143,9,9.2,2,1,0,0,24,1,0,16,1,0,2,8/21/21,10/19/21,0,1,1.3,1,,,2,
6933305329,12,12.2,1,0,0,1,26,1,1,11,0,0,1,11/21/14,9/15/16,1,1,1.1,1,,,0,
7941658615,12,12.2,0,0,0,0,21,1,1,17,1,0,2,2/5/16,0,6,0,0,0,,,1,
1626346501,0,0.1,2,1,0,0,30,1,0,16,0,0,1,1/8/21,0,1,0,0,0,,,2,
5128921431,3,3.1,1,0,0,3,31,1,1,11,0,0,0,11/15/14,0,8,0,0,0,,,0,
829464995,8,8.2,1,0,0,0,38,0,0,20,0,0,0,6/27/17,0,5,0,0,0,,,1,
5426155896,11,11.1,0,0,0,0,22,1,0,14,0,0,2,4/12/12,0,10,0,0,0,,,2,
3425359493,12,12.1,1,0,0,0,41,2,0,5,0,0,2,1/8/20,0,2,0,0,0,,,0,
3108744995,1,1.3,1,1,0,4,35,2,0,15,0,0,0,8/16/20,0,2,0,0,0,,,1,
3391078453,7,7.2,2,1,0,0,23,1,0,1,0,0,2,12/20/20,0,2,0,0,0,,,2,
6638933387,6,6.2,1,0,0,0,25,2,1,17,0,0,1,3/29/20,1/28/21,0,1,1.1,1,,,0,
8670024097,7,7.3,1,0,0,0,40,1,0,8,1,0,2,4/21/19,0,3,0,0,0,,3,1,
1932048775,7,7.1,1,1,0,5,42,1,0,12,0,0,0,8/12/17,6/6/18,0,1,1.3,1,,,2,
5043504342,1,1.1,1,0,0,1,24,1,0,4,0,0,0,12/14/17,0,5,0,0,0,,,0,
3927826713,1,1.3,1,0,0,0,33,1,0,16,0,0,0,5/12/13,0,9,0,0,0,,,1,
1595846692,12,12.1,1,1,0,0,24,1,0,12,1,0,2,9/29/20,0,2,0,0,0,,,2,
4996261070,3,3.2,1,1,0,0,23,1,0,8,0,0,0,11/23/19,0,3,0,0,0,,0,1,
5351819574,12,12.3,1,0,0,0,26,1,1,11,0,0,2,6/26/13,0,9,0,0,0,,,1,
5166592416,0,0.1,1,0,0,0,39,1,1,17,0,0,0,4/14/12,0,10,0,0,0,,,2,
9029673264,7,7.3,1,0,0,0,53,1,0,6,1,0,1,4/20/15,0,7,0,0,0,,,7,
9903604554,5,5.3,1,0,0,1,23,1,0,12,1,0,2,9/14/16,0,6,0,0,0,,,1,
4835718739,0,0.2,1,0,0,0,36,1,0,13,0,0,0,6/20/12,0,10,0,0,0,,,2,
9811477885,5,5.3,2,1,0,4,35,1,0,12,0,0,2,7/29/20,7/16/21,0,1,1.1,1,,,0,
1064266702,4,4.1,1,0,0,0,25,1,1,11,0,0,1,7/22/18,4/27/20,1,1,1.3,1,,,1,
217845390,11,11.1,1,0,0,5,31,1,0,6,0,0,2,3/3/18,0,4,0,0,0,,,0,
7822792395,6,6.1,1,1,0,3,26,1,0,12,1,0,2,11/24/17,0,5,0,0,0,,,0,
6034515047,12,12.2,1,0,0,3,40,2,0,2,0,0,2,1/12/14,0,8,0,0,0,,,1,
7633732714,12,12.2,1,0,0,0,21,2,0,13,0,0,2,7/8/14,0,8,0,0,0,,,2,
2741931148,9,9.1,1,1,0,0,40,1,0,16,0,0,2,7/16/19,0,3,0,0,0,,1,1,
9343255366,10,10.1,1,0,0,3,32,1,0,0,1,0,1,4/21/18,0,4,0,0,0,,,1,
1128220581,5,5.3,1,0,0,1,34,1,1,17,0,0,2,1/24/12,0,10,0,0,0,,,2,
7154281065,8,8.1,1,0,1,0,24,2,0,17,0,0,0,12/4/17,0,5,0,0,0,,,0,
9411827920,11,11.3,1,0,0,0,41,2,0,7,1,0,2,4/30/21,0,1,0,0,0,,,1,
4930496475,4,4.1,0,0,0,0,41,3,0,6,0,0,2,6/20/15,0,7,0,0,0,,,2,
6486351829,8,8.3,2,0,0,3,29,1,0,7,0,0,1,8/25/13,0,9,0,0,0,,,9,
2751381833,12,12.2,2,0,1,0,39,1,1,17,0,0,2,12/10/19,10/3/21,1,1,1.4,1,,,1,
9596504114,12,12.2,1,0,0,1,28,1,1,11,0,0,1,10/18/18,0,4,0,0,0,,,2,
6693934306,5,5.1,1,0,0,5,59,0,1,11,1,0,2,11/30/12,0,10,0,0,0,,,0,
2352495417,1,1.3,1,0,0,0,25,1,0,13,0,1,0,11/15/13,10/5/19,5,1,1.3,1,,,1,
7364731214,6,6.3,1,1,0,0,37,1,1,17,0,0,2,3/11/21,0,1,0,0,0,,,2,
3489131532,7,7.2,1,1,0,0,23,1,0,4,1,0,2,6/2/20,7/24/21,1,1,1.3,1,,,0,
3180541437,5,5.1,0,1,0,0,24,0,0,4,0,0,2,10/22/12,0,10,0,0,0,,,1,
9780328636,0,0.2,2,0,1,0,43,1,0,10,0,0,1,9/7/13,0,9,0,0,0,,,2,
6806809164,5,5.1,1,1,0,3,33,1,0,0,0,0,2,12/28/19,0,3,0,0,0,,2,1,
5839326450,12,12.3,1,0,0,0,40,1,0,7,0,0,1,3/6/20,3/14/21,1,1,1.4,1,,,1,
2057625651,11,11.1,1,0,0,0,28,2,0,12,0,0,1,7/30/21,9/8/21,0,1,1.4,1,,,2,
8225103551,3,3.3,1,0,0,2,38,1,0,18,0,0,0,11/9/21,0,1,0,0,0,,,0,
4657616823,12,12.1,2,1,0,0,60,2,1,17,1,0,2,5/3/13,0,9,0,0,0,,,1,
1142396245,12,12.3,1,1,0,0,31,1,0,16,0,0,2,12/21/16,0,6,0,0,0,,,2,
7188223487,12,12.2,1,1,0,0,31,1,0,5,0,0,2,11/19/14,12/2/15,1,1,1.1,1,,,0,
9074785591,8,8.3,1,0,0,0,26,1,0,4,0,0,0,11/23/15,0,7,0,0,0,,,1,
6393605916,4,4.1,1,0,0,4,29,1,0,19,0,0,0,3/2/12,12/3/12,0,1,1.4,1,,,2,
7912680472,5,5.2,2,0,0,0,40,1,0,4,1,0,2,12/25/20,0,2,0,0,0,,,0,
220655712,3,3.3,1,1,0,3,45,1,0,16,1,0,2,1/3/15,0,8,0,0,0,,,1,
3659017274,4,4.1,1,0,0,0,30,2,1,17,0,0,1,6/28/21,0,1,0,0,0,,,2,
7964512501,7,7.1,1,0,0,0,43,1,1,11,0,0,2,9/24/19,8/23/21,1,1,1.1,1,,,0,
3314524903,10,10.3,3,0,0,0,33,1,1,17,0,0,2,7/15/21,0,1,0,0,0,,,1,
673910323,9,9.2,1,1,0,0,36,1,0,10,0,0,2,10/23/20,0,2,0,0,0,,,2,
9163136675,8,8.1,1,0,0,0,42,1,0,12,0,0,0,5/26/15,0,7,0,0,0,,,7,
817148362,11,11.2,1,0,0,0,24,1,1,17,1,0,1,5/27/16,0,6,0,0,0,,,1,
2119735370,6,6.3,1,0,0,0,36,1,0,4,0,0,2,10/22/17,0,5,0,0,0,,,2,
8758168619,12,12.1,1,1,0,2,41,1,0,9,0,0,2,5/10/21,0,1,0,0,0,,,0,
819500006,4,4.2,1,0,0,0,23,1,0,12,0,0,1,2/10/19,0,3,0,0,0,,3,1,
2173035137,7,7.3,0,0,0,0,28,0,0,9,0,0,2,9/11/15,0,7,0,0,0,,,2,
1820272757,9,9.1,1,0,0,0,58,1,0,13,1,1,2,10/2/17,0,5,0,0,0,,,0,
7319984387,12,12.2,0,0,0,4,27,2,0,13,0,0,1,5/16/18,0,4,0,0,0,,,3,
6457052600,5,5.2,1,0,0,0,29,1,0,0,0,0,2,11/27/12,0,10,0,0,0,,,2,
5952713386,6,6.1,1,0,0,0,50,1,1,11,1,0,2,11/10/14,0,8,0,0,0,,,0,
1442904299,4,4.1,0,0,0,0,31,1,1,17,0,0,2,8/24/20,0,2,0,0,0,,,1,
9739449764,7,7.3,1,0,0,0,31,1,0,15,0,0,1,11/1/12,0,10,0,0,0,,,2,
8321169973,3,3.3,1,0,0,0,32,1,0,6,0,0,0,8/25/14,8/13/15,0,1,1.1,1,,,0,
2015735472,3,3.1,1,1,0,3,35,1,1,11,0,0,1,5/1/15,0,7,0,0,0,,,1,
3050242291,12,12.3,1,0,0,3,54,1,0,1,1,0,2,10/4/14,0,8,0,0,0,,,2,
9853894638,7,7.1,1,1,0,3,33,1,0,8,0,0,1,7/8/17,0,5,0,0,0,,,0,
5151298603,11,11.1,1,1,0,0,39,2,1,17,0,0,1,2/9/19,0,3,0,0,0,,0,1,
9149386020,12,12.1,2,1,0,0,25,1,0,14,0,0,2,7/21/12,0,10,0,0,0,,,2,
